query_peak_id	query_chrom	query_start	query_end	target_peak_id	target_chrom	target_start	target_end	overlap_bp	query_overlap_fraction	target_overlap_fraction	reciprocal_overlap_score	reciprocal_best_hit	source_species	target_species
human_ocr_0075868	chr13	95018103	95018223	mouse_ocr_0018302	chr13	95017851	95018447	120	1.0	0.20134228187919462	0.20134228187919462	True	human	mouse
human_ocr_0017196	chr13	95777427	95777558	mouse_ocr_0015765	chr13	95777235	95777649	131	1.0	0.3164251207729469	0.3164251207729469	True	human	mouse
human_ocr_0026002	chr13	97437078	97437319	mouse_ocr_0045194	chr13	97437023	97437374	241	1.0	0.6866096866096866	0.6866096866096866	True	human	mouse
human_ocr_0087192	chr13	98384029	98384492	mouse_ocr_0027224	chr13	98384023	98384493	463	1.0	0.9851063829787234	0.9851063829787234	True	human	mouse
human_ocr_0017264	chr13	99093167	99093449	mouse_ocr_0003661	chr13	99093291	99093702	158	0.5602836879432624	0.3844282238442822	0.3844282238442822	True	human	mouse
human_ocr_0004977	chr13	100103615	100103906	mouse_ocr_0037419	chr13	100103557	100104234	291	1.0	0.4298375184638109	0.4298375184638109	True	human	mouse
human_ocr_0018415	chr13	104187389	104187693	mouse_ocr_0007499	chr13	104187368	104187758	304	1.0	0.7794871794871795	0.7794871794871795	True	human	mouse
human_ocr_0047176	chr13	104948103	104948163	mouse_ocr_0046441	chr13	104948018	104948282	60	1.0	0.22727272727272727	0.22727272727272727	True	human	mouse
human_ocr_0024112	chr13	107168811	107169154	mouse_ocr_0025050	chr13	107168543	107169152	341	0.9941690962099126	0.5599343185550082	0.5599343185550082	True	human	mouse
human_ocr_0003041	chr13	107831315	107831529	mouse_ocr_0001365	chr13	107831127	107831567	214	1.0	0.4863636363636364	0.4863636363636364	True	human	mouse
human_ocr_0014156	chr13	107962078	107962344	mouse_ocr_0016830	chr13	107961794	107962496	266	1.0	0.3789173789173789	0.3789173789173789	True	human	mouse
human_ocr_0035093	chr13	109440938	109441057	mouse_ocr_0008109	chr13	109440817	109441322	119	1.0	0.23564356435643563	0.23564356435643563	True	human	mouse
human_ocr_0046023	chr13	110643376	110643742	mouse_ocr_0020065	chr13	110643156	110644184	366	1.0	0.3560311284046693	0.3560311284046693	True	human	mouse
human_ocr_0046023	chr13	110643753	110644063	mouse_ocr_0020065	chr13	110643156	110644184	310	1.0	0.301556420233463	0.301556420233463	True	human	mouse
human_ocr_0013443	chr13	111936458	111936761	mouse_ocr_0016463	chr13	111935769	111936810	303	1.0	0.2910662824207493	0.2910662824207493	True	human	mouse
human_ocr_0014425	chr13	113046165	113046388	mouse_ocr_0037576	chr13	113046160	113046773	223	1.0	0.3637846655791191	0.3637846655791191	True	human	mouse
human_ocr_0065311	chr13	114456259	114456593	mouse_ocr_0042154	chr13	114456345	114456705	248	0.7425149700598802	0.6888888888888889	0.6888888888888889	True	human	mouse
human_ocr_0002545	chr13	115089247	115089940	mouse_ocr_0014922	chr13	115089224	115090921	693	1.0	0.40836770771950504	0.40836770771950504	True	human	mouse
human_ocr_0023433	chr13	116309658	116309882	mouse_ocr_0038946	chr13	116309511	116310254	224	1.0	0.30148048452220727	0.30148048452220727	True	human	mouse
human_ocr_0071142	chr13	116714991	116715045	mouse_ocr_0044652	chr13	116714889	116715133	54	1.0	0.22131147540983606	0.22131147540983606	True	human	mouse
human_ocr_0030107	chr13	117031618	117031851	mouse_ocr_0019292	chr13	117031556	117031986	233	1.0	0.541860465116279	0.541860465116279	True	human	mouse
human_ocr_0001340	chr13	118386858	118387246	mouse_ocr_0019601	chr13	118386424	118387655	388	1.0	0.3151909017059301	0.3151909017059301	True	human	mouse
human_ocr_0050406	chr13	119150977	119151114	mouse_ocr_0013824	chr13	119150873	119151416	137	1.0	0.2523020257826888	0.2523020257826888	True	human	mouse
human_ocr_0050406	chr13	119151115	119151230	mouse_ocr_0013824	chr13	119150873	119151416	115	1.0	0.21178637200736647	0.21178637200736647	True	human	mouse
human_ocr_0075500	chr14	11125263	11125491	mouse_ocr_0039380	chr14	11125013	11125489	226	0.9912280701754386	0.47478991596638653	0.47478991596638653	True	human	mouse
human_ocr_0080847	chr14	12151998	12152081	mouse_ocr_0043756	chr14	12152014	12152242	67	0.8072289156626506	0.29385964912280704	0.29385964912280704	True	human	mouse
human_ocr_0080847	chr14	12152099	12152163	mouse_ocr_0043756	chr14	12152014	12152242	64	1.0	0.2807017543859649	0.2807017543859649	True	human	mouse
human_ocr_0032994	chr14	17659142	17659259	mouse_ocr_0023926	chr14	17659049	17659536	117	1.0	0.2402464065708419	0.2402464065708419	True	human	mouse
human_ocr_0012778	chr14	17784416	17784535	mouse_ocr_0030114	chr14	17784279	17784812	119	1.0	0.22326454033771106	0.22326454033771106	True	human	mouse
human_ocr_0007572	chr14	20181256	20181526	mouse_ocr_0006775	chr14	20181128	20182047	270	1.0	0.29379760609357997	0.29379760609357997	True	human	mouse
human_ocr_0005318	chr14	20388599	20388791	mouse_ocr_0033584	chr14	20388348	20389197	192	1.0	0.22614840989399293	0.22614840989399293	True	human	mouse
human_ocr_0005438	chr14	20546337	20546699	mouse_ocr_0000505	chr14	20545730	20546736	362	1.0	0.35984095427435386	0.35984095427435386	True	human	mouse
human_ocr_0034933	chr14	20576448	20576692	mouse_ocr_0028494	chr14	20576047	20576651	203	0.8319672131147541	0.3360927152317881	0.3360927152317881	True	human	mouse
human_ocr_0037043	chr14	20660886	20661441	mouse_ocr_0007229	chr14	20660782	20661705	555	1.0	0.6013001083423619	0.6013001083423619	True	human	mouse
human_ocr_0012098	chr14	20695090	20695708	mouse_ocr_0022553	chr14	20694382	20695956	618	1.0	0.3926302414231258	0.3926302414231258	True	human	mouse
human_ocr_0012966	chr14	20703002	20703208	mouse_ocr_0012764	chr14	20702493	20703337	206	1.0	0.24407582938388625	0.24407582938388625	True	human	mouse
human_ocr_0007333	chr14	20707441	20708070	mouse_ocr_0006449	chr14	20707141	20708223	629	1.0	0.5813308687615527	0.5813308687615527	True	human	mouse
human_ocr_0011305	chr14	20741276	20741509	mouse_ocr_0006783	chr14	20741182	20741909	233	1.0	0.3204951856946355	0.3204951856946355	True	human	mouse
human_ocr_0019420	chr14	20765802	20766025	mouse_ocr_0018466	chr14	20765671	20766330	223	1.0	0.33839150227617604	0.33839150227617604	True	human	mouse
human_ocr_0020554	chr14	21252264	21252981	mouse_ocr_0019453	chr14	21252201	21252774	510	0.7112970711297071	0.8900523560209425	0.7112970711297071	True	human	mouse
human_ocr_0018062	chr14	21369067	21369542	mouse_ocr_0027973	chr14	21369100	21369564	442	0.9305263157894736	0.9525862068965517	0.9305263157894736	True	human	mouse
human_ocr_0048788	chr14	21434732	21434975	mouse_ocr_0018455	chr14	21434649	21435076	243	1.0	0.5690866510538641	0.5690866510538641	True	human	mouse
human_ocr_0048788	chr14	21434975	21435104	mouse_ocr_0018455	chr14	21434649	21435076	101	0.7829457364341085	0.23653395784543327	0.23653395784543327	True	human	mouse
human_ocr_0000894	chr14	21500205	21500670	mouse_ocr_0001941	chr14	21499655	21501619	465	1.0	0.23676171079429736	0.23676171079429736	True	human	mouse
human_ocr_0039060	chr14	21524201	21524336	mouse_ocr_0040435	chr14	21523873	21524496	135	1.0	0.21669341894060995	0.21669341894060995	True	human	mouse
human_ocr_0034532	chr14	21986065	21986248	mouse_ocr_0038814	chr14	21986039	21986296	183	1.0	0.7120622568093385	0.7120622568093385	True	human	mouse
human_ocr_0023637	chr14	22808399	22808504	mouse_ocr_0016815	chr14	22808281	22808606	105	1.0	0.3230769230769231	0.3230769230769231	True	human	mouse
human_ocr_0070143	chr14	25068499	25068787	mouse_ocr_0025422	chr14	25068387	25068985	288	1.0	0.4816053511705686	0.4816053511705686	True	human	mouse
human_ocr_0055198	chr14	25318042	25318231	mouse_ocr_0034811	chr14	25317658	25318277	189	1.0	0.3053311793214863	0.3053311793214863	True	human	mouse
human_ocr_0030852	chr14	25457632	25457842	mouse_ocr_0028725	chr14	25457612	25457988	210	1.0	0.5585106382978723	0.5585106382978723	True	human	mouse
human_ocr_0027418	chr14	25464919	25464985	mouse_ocr_0032311	chr14	25464922	25465159	63	0.9545454545454546	0.26582278481012656	0.26582278481012656	True	human	mouse
human_ocr_0027418	chr14	25465049	25465171	mouse_ocr_0032311	chr14	25464922	25465159	110	0.9016393442622951	0.4641350210970464	0.4641350210970464	True	human	mouse
human_ocr_0004674	chr14	26668398	26669217	mouse_ocr_0017817	chr14	26668221	26670237	819	1.0	0.40625	0.40625	True	human	mouse
human_ocr_0036424	chr14	27351782	27351988	mouse_ocr_0016151	chr14	27351223	27352074	206	1.0	0.24206815511163338	0.24206815511163338	True	human	mouse
human_ocr_0033187	chr14	28775644	28776003	mouse_ocr_0018628	chr14	28775693	28776105	310	0.8635097493036211	0.7524271844660194	0.7524271844660194	True	human	mouse
human_ocr_0033187	chr14	28776004	28776092	mouse_ocr_0018628	chr14	28775693	28776105	88	1.0	0.21359223300970873	0.21359223300970873	True	human	mouse
human_ocr_0018420	chr14	30011922	30012069	mouse_ocr_0015114	chr14	30011820	30012203	147	1.0	0.3838120104438642	0.3838120104438642	True	human	mouse
human_ocr_0003864	chr14	30479591	30479833	mouse_ocr_0000472	chr14	30479178	30480096	242	1.0	0.2636165577342048	0.2636165577342048	True	human	mouse
human_ocr_0014268	chr14	30651068	30651205	mouse_ocr_0012724	chr14	30650999	30651383	137	1.0	0.3567708333333333	0.3567708333333333	True	human	mouse
human_ocr_0014268	chr14	30651205	30651373	mouse_ocr_0012724	chr14	30650999	30651383	168	1.0	0.4375	0.4375	True	human	mouse
human_ocr_0007889	chr14	30825727	30825905	mouse_ocr_0004448	chr14	30825350	30826170	178	1.0	0.21707317073170732	0.21707317073170732	True	human	mouse
human_ocr_0033939	chr14	30829213	30829303	mouse_ocr_0022202	chr14	30829142	30829486	90	1.0	0.2616279069767442	0.2616279069767442	True	human	mouse
human_ocr_0033939	chr14	30829350	30829468	mouse_ocr_0022202	chr14	30829142	30829486	118	1.0	0.3430232558139535	0.3430232558139535	True	human	mouse
human_ocr_0040917	chr14	32960727	32960843	mouse_ocr_0029808	chr14	32960534	32960870	116	1.0	0.34523809523809523	0.34523809523809523	True	human	mouse
human_ocr_0012256	chr14	34310894	34311356	mouse_ocr_0002251	chr14	34310199	34311492	462	1.0	0.35730858468677495	0.35730858468677495	True	human	mouse
human_ocr_0037817	chr14	34311884	34311961	mouse_ocr_0024211	chr14	34311800	34312017	77	1.0	0.3548387096774194	0.3548387096774194	True	human	mouse
human_ocr_0014427	chr14	36919207	36919337	mouse_ocr_0006908	chr14	36919035	36919603	130	1.0	0.22887323943661972	0.22887323943661972	True	human	mouse
human_ocr_0014427	chr14	36919338	36919475	mouse_ocr_0006908	chr14	36919035	36919603	137	1.0	0.24119718309859156	0.24119718309859156	True	human	mouse
human_ocr_0031860	chr14	44988996	44989677	mouse_ocr_0033471	chr14	44988458	44990119	681	1.0	0.4099939795304034	0.4099939795304034	True	human	mouse
human_ocr_0004711	chr14	47568074	47568472	mouse_ocr_0004575	chr14	47568026	47568745	398	1.0	0.5535465924895688	0.5535465924895688	True	human	mouse
human_ocr_0011080	chr14	52008558	52008912	mouse_ocr_0001460	chr14	52008684	52009386	228	0.6440677966101694	0.3247863247863248	0.3247863247863248	True	human	mouse
human_ocr_0011080	chr14	52008990	52009360	mouse_ocr_0001460	chr14	52008684	52009386	370	1.0	0.5270655270655271	0.5270655270655271	True	human	mouse
human_ocr_0020866	chr14	54108673	54108959	mouse_ocr_0012068	chr14	54108657	54109115	286	1.0	0.6244541484716157	0.6244541484716157	True	human	mouse
human_ocr_0061634	chr14	54413969	54414157	mouse_ocr_0041916	chr14	54413989	54414616	168	0.8936170212765957	0.2679425837320574	0.2679425837320574	True	human	mouse
human_ocr_0012482	chr14	54576648	54577192	mouse_ocr_0024271	chr14	54576652	54577780	540	0.9926470588235294	0.4787234042553192	0.4787234042553192	True	human	mouse
human_ocr_0017942	chr14	54651191	54651351	mouse_ocr_0027459	chr14	54651126	54651422	160	1.0	0.5405405405405406	0.5405405405405406	True	human	mouse
human_ocr_0001112	chr14	54686257	54686821	mouse_ocr_0000254	chr14	54685689	54687218	564	1.0	0.36886854153041204	0.36886854153041204	True	human	mouse
human_ocr_0010778	chr14	54749438	54749574	mouse_ocr_0038647	chr14	54749323	54749736	136	1.0	0.32929782082324455	0.32929782082324455	True	human	mouse
human_ocr_0002619	chr14	54876346	54876800	mouse_ocr_0001181	chr14	54876190	54877684	454	1.0	0.3038821954484605	0.3038821954484605	True	human	mouse
human_ocr_0002619	chr14	54876877	54877312	mouse_ocr_0001181	chr14	54876190	54877684	435	1.0	0.29116465863453816	0.29116465863453816	True	human	mouse
human_ocr_0075392	chr14	55114950	55115265	mouse_ocr_0017209	chr14	55114690	55115241	291	0.9238095238095239	0.5281306715063521	0.5281306715063521	True	human	mouse
human_ocr_0062261	chr14	55767753	55768003	mouse_ocr_0010892	chr14	55767660	55768384	250	1.0	0.3453038674033149	0.3453038674033149	True	human	mouse
human_ocr_0062261	chr14	55768003	55768270	mouse_ocr_0010892	chr14	55767660	55768384	267	1.0	0.3687845303867403	0.3687845303867403	True	human	mouse
human_ocr_0011617	chr14	56887910	56888053	mouse_ocr_0014771	chr14	56887855	56888390	143	1.0	0.2672897196261682	0.2672897196261682	True	human	mouse
human_ocr_0003351	chr14	57826498	57826826	mouse_ocr_0015138	chr14	57825876	57826852	328	1.0	0.3360655737704918	0.3360655737704918	True	human	mouse
human_ocr_0001228	chr14	57999026	57999274	mouse_ocr_0015100	chr14	57998717	57999587	248	1.0	0.2850574712643678	0.2850574712643678	True	human	mouse
human_ocr_0027692	chr14	60016084	60016141	mouse_ocr_0015547	chr14	60015961	60016240	57	1.0	0.20430107526881722	0.20430107526881722	True	human	mouse
human_ocr_0027692	chr14	60016161	60016265	mouse_ocr_0015547	chr14	60015961	60016240	79	0.7596153846153846	0.2831541218637993	0.2831541218637993	True	human	mouse
human_ocr_0061365	chr14	63943589	63944008	mouse_ocr_0003266	chr14	63943154	63944141	419	1.0	0.42451874366767983	0.42451874366767983	True	human	mouse
human_ocr_0000200	chr14	64950008	64950209	mouse_ocr_0000255	chr14	64949558	64950413	201	1.0	0.23508771929824562	0.23508771929824562	True	human	mouse
human_ocr_0081431	chr14	66257815	66257939	mouse_ocr_0031630	chr14	66257525	66258114	124	1.0	0.21052631578947367	0.21052631578947367	True	human	mouse
human_ocr_0000922	chr14	66297097	66297561	mouse_ocr_0034473	chr14	66296597	66297809	464	1.0	0.38283828382838286	0.38283828382838286	True	human	mouse
human_ocr_0078810	chr14	68966943	68967012	mouse_ocr_0044644	chr14	68966860	68967085	69	1.0	0.30666666666666664	0.30666666666666664	True	human	mouse
human_ocr_0004040	chr14	69732183	69732569	mouse_ocr_0009002	chr14	69731919	69733292	386	1.0	0.2811361981063365	0.2811361981063365	True	human	mouse
human_ocr_0004891	chr14	70153616	70153855	mouse_ocr_0010285	chr14	70153223	70154178	239	1.0	0.25026178010471206	0.25026178010471206	True	human	mouse
human_ocr_0003051	chr14	70443317	70443592	mouse_ocr_0013736	chr14	70442770	70444021	275	1.0	0.21982414068745004	0.21982414068745004	True	human	mouse
human_ocr_0024750	chr14	70549423	70549522	mouse_ocr_0027687	chr14	70549247	70549605	99	1.0	0.276536312849162	0.276536312849162	True	human	mouse
human_ocr_0041283	chr14	70767624	70767724	mouse_ocr_0018860	chr14	70767537	70767964	100	1.0	0.234192037470726	0.234192037470726	True	human	mouse
human_ocr_0044454	chr14	72869219	72869442	mouse_ocr_0044191	chr14	72869197	72869810	223	1.0	0.3637846655791191	0.3637846655791191	True	human	mouse
human_ocr_0059886	chr14	73238596	73239144	mouse_ocr_0014188	chr14	73238458	73238790	194	0.354014598540146	0.5843373493975904	0.354014598540146	True	human	mouse
human_ocr_0035942	chr14	75722047	75722237	mouse_ocr_0046127	chr14	75722087	75722580	150	0.7894736842105263	0.30425963488843816	0.30425963488843816	True	human	mouse
human_ocr_0073844	chr14	75808023	75808150	mouse_ocr_0017763	chr14	75807749	75808223	127	1.0	0.2679324894514768	0.2679324894514768	True	human	mouse
human_ocr_0007637	chr14	76505771	76505984	mouse_ocr_0012027	chr14	76505360	76506236	213	1.0	0.24315068493150685	0.24315068493150685	True	human	mouse
human_ocr_0059943	chr14	76882934	76883085	mouse_ocr_0025935	chr14	76882645	76883175	151	1.0	0.2849056603773585	0.2849056603773585	True	human	mouse
human_ocr_0018372	chr14	84443393	84443636	mouse_ocr_0015438	chr14	84443091	84443697	243	1.0	0.400990099009901	0.400990099009901	True	human	mouse
human_ocr_0088707	chr14	93317505	93317597	mouse_ocr_0044643	chr14	93317477	93317696	92	1.0	0.4200913242009132	0.4200913242009132	True	human	mouse
human_ocr_0041098	chr14	99931967	99932025	mouse_ocr_0034705	chr14	99931968	99932210	57	0.9827586206896551	0.23553719008264462	0.23553719008264462	True	human	mouse
human_ocr_0041098	chr14	99932065	99932184	mouse_ocr_0034705	chr14	99931968	99932210	119	1.0	0.49173553719008267	0.49173553719008267	True	human	mouse
human_ocr_0018083	chr14	100284445	100284683	mouse_ocr_0002921	chr14	100284367	100285415	238	1.0	0.22709923664122136	0.22709923664122136	True	human	mouse
human_ocr_0018435	chr14	100458245	100458375	mouse_ocr_0039681	chr14	100458244	100458471	130	1.0	0.5726872246696035	0.5726872246696035	True	human	mouse
human_ocr_0027924	chr14	100458992	100459263	mouse_ocr_0026445	chr14	100458984	100459449	271	1.0	0.5827956989247312	0.5827956989247312	True	human	mouse
human_ocr_0027924	chr14	100459274	100459369	mouse_ocr_0026445	chr14	100458984	100459449	95	1.0	0.20430107526881722	0.20430107526881722	True	human	mouse
human_ocr_0058771	chr14	101494296	101494528	mouse_ocr_0026568	chr14	101494033	101494535	232	1.0	0.46215139442231074	0.46215139442231074	True	human	mouse
human_ocr_0012466	chr14	101840256	101840483	mouse_ocr_0013050	chr14	101840051	101840809	227	1.0	0.2994722955145119	0.2994722955145119	True	human	mouse
human_ocr_0012466	chr14	101840483	101840658	mouse_ocr_0013050	chr14	101840051	101840809	175	1.0	0.23087071240105542	0.23087071240105542	True	human	mouse
human_ocr_0012479	chr14	102982030	102982444	mouse_ocr_0009110	chr14	102981350	102983214	414	1.0	0.22210300429184548	0.22210300429184548	True	human	mouse
human_ocr_0002039	chr14	103346180	103346523	mouse_ocr_0001723	chr14	103345857	103347270	343	1.0	0.2427459306440198	0.2427459306440198	True	human	mouse
human_ocr_0005653	chr14	105258582	105258851	mouse_ocr_0005911	chr14	105258338	105259421	269	1.0	0.24838411819021236	0.24838411819021236	True	human	mouse
human_ocr_0035848	chr14	105397584	105397660	mouse_ocr_0038037	chr14	105397502	105397842	76	1.0	0.2235294117647059	0.2235294117647059	True	human	mouse
human_ocr_0029945	chr14	105483261	105483593	mouse_ocr_0031601	chr14	105483105	105483754	332	1.0	0.5115562403697997	0.5115562403697997	True	human	mouse
human_ocr_0035652	chr14	105895985	105896140	mouse_ocr_0022728	chr14	105895971	105896551	155	1.0	0.2672413793103448	0.2672413793103448	True	human	mouse
human_ocr_0009885	chr14	105897033	105897164	mouse_ocr_0008733	chr14	105896950	105897582	131	1.0	0.20727848101265822	0.20727848101265822	True	human	mouse
human_ocr_0009885	chr14	105897244	105897496	mouse_ocr_0008733	chr14	105896950	105897582	252	1.0	0.3987341772151899	0.3987341772151899	True	human	mouse
human_ocr_0038391	chr14	105941445	105941678	mouse_ocr_0010424	chr14	105941174	105941856	233	1.0	0.3416422287390029	0.3416422287390029	True	human	mouse
human_ocr_0070438	chr14	118180355	118180497	mouse_ocr_0014428	chr14	118180052	118180654	142	1.0	0.23588039867109634	0.23588039867109634	True	human	mouse
human_ocr_0022469	chr14	118566294	118566551	mouse_ocr_0038464	chr14	118566093	118566841	257	1.0	0.34358288770053474	0.34358288770053474	True	human	mouse
human_ocr_0011258	chr14	118839499	118839699	mouse_ocr_0016523	chr14	118839473	118840013	200	1.0	0.37037037037037035	0.37037037037037035	True	human	mouse
human_ocr_0005615	chr14	120275438	120275918	mouse_ocr_0001312	chr14	120275424	120275925	480	1.0	0.9580838323353293	0.9580838323353293	True	human	mouse
human_ocr_0025199	chr14	120278425	120278652	mouse_ocr_0030436	chr14	120278263	120278660	227	1.0	0.5717884130982368	0.5717884130982368	True	human	mouse
human_ocr_0056007	chr15	5108066	5108373	mouse_ocr_0045340	chr15	5107730	5108624	307	1.0	0.3434004474272931	0.3434004474272931	True	human	mouse
human_ocr_0021107	chr15	8577536	8577681	mouse_ocr_0028217	chr15	8577403	8578014	145	1.0	0.23731587561374795	0.23731587561374795	True	human	mouse
human_ocr_0011353	chr15	9435737	9435882	mouse_ocr_0037566	chr15	9435664	9436201	145	1.0	0.27001862197392923	0.27001862197392923	True	human	mouse
human_ocr_0035100	chr15	11286681	11286911	mouse_ocr_0024458	chr15	11286504	11286977	230	1.0	0.48625792811839325	0.48625792811839325	True	human	mouse
human_ocr_0021269	chr15	25900859	25900933	mouse_ocr_0016198	chr15	25900588	25900929	70	0.9459459459459459	0.20527859237536658	0.20527859237536658	True	human	mouse
human_ocr_0019759	chr15	27325994	27326085	mouse_ocr_0025249	chr15	27325800	27326255	91	1.0	0.2	0.2	True	human	mouse
human_ocr_0083328	chr15	27506230	27506328	mouse_ocr_0047018	chr15	27506141	27506438	98	1.0	0.32996632996632996	0.32996632996632996	True	human	mouse
human_ocr_0083328	chr15	27506341	27506405	mouse_ocr_0047018	chr15	27506141	27506438	64	1.0	0.21548821548821548	0.21548821548821548	True	human	mouse
human_ocr_0044754	chr15	34459768	34459893	mouse_ocr_0016715	chr15	34459558	34460015	125	1.0	0.2735229759299781	0.2735229759299781	True	human	mouse
human_ocr_0036034	chr15	36499969	36500049	mouse_ocr_0029038	chr15	36499955	36500194	80	1.0	0.33472803347280333	0.33472803347280333	True	human	mouse
human_ocr_0007746	chr15	37232871	37233178	mouse_ocr_0015247	chr15	37232580	37233421	307	1.0	0.36504161712247324	0.36504161712247324	True	human	mouse
human_ocr_0007746	chr15	37233251	37233429	mouse_ocr_0015247	chr15	37232580	37233421	170	0.9550561797752809	0.20214030915576695	0.20214030915576695	True	human	mouse
human_ocr_0080954	chr15	38570729	38570829	mouse_ocr_0031054	chr15	38570693	38571125	100	1.0	0.23148148148148148	0.23148148148148148	True	human	mouse
human_ocr_0000419	chr15	39112315	39112594	mouse_ocr_0003378	chr15	39111998	39113262	279	1.0	0.22072784810126583	0.22072784810126583	True	human	mouse
human_ocr_0007896	chr15	41830747	41831195	mouse_ocr_0009180	chr15	41830586	41831103	356	0.7946428571428571	0.688588007736944	0.688588007736944	True	human	mouse
human_ocr_0039316	chr15	42207567	42207677	mouse_ocr_0038460	chr15	42207514	42207757	110	1.0	0.45267489711934156	0.45267489711934156	True	human	mouse
human_ocr_0000005	chr15	44427947	44428335	mouse_ocr_0000195	chr15	44427301	44428540	388	1.0	0.3131557707828894	0.3131557707828894	True	human	mouse
human_ocr_0078364	chr15	44673455	44673655	mouse_ocr_0041099	chr15	44673510	44673944	145	0.725	0.33410138248847926	0.33410138248847926	True	human	mouse
human_ocr_0020464	chr15	48792771	48792953	mouse_ocr_0029662	chr15	48792793	48793037	160	0.8791208791208791	0.6557377049180327	0.6557377049180327	True	human	mouse
human_ocr_0032844	chr15	50697847	50698120	mouse_ocr_0032446	chr15	50697743	50698824	273	1.0	0.25254394079555964	0.25254394079555964	True	human	mouse
human_ocr_0032844	chr15	50698120	50698344	mouse_ocr_0032446	chr15	50697743	50698824	224	1.0	0.2072155411655874	0.2072155411655874	True	human	mouse
human_ocr_0032844	chr15	50698386	50698727	mouse_ocr_0032446	chr15	50697743	50698824	341	1.0	0.3154486586493987	0.3154486586493987	True	human	mouse
human_ocr_0021919	chr15	52160896	52160989	mouse_ocr_0016164	chr15	52160824	52161069	93	1.0	0.3795918367346939	0.3795918367346939	True	human	mouse
human_ocr_0081140	chr15	53311042	53311160	mouse_ocr_0034020	chr15	53311033	53311475	118	1.0	0.2669683257918552	0.2669683257918552	True	human	mouse
human_ocr_0010468	chr15	53346089	53346305	mouse_ocr_0010937	chr15	53345515	53346558	216	1.0	0.20709491850431447	0.20709491850431447	True	human	mouse
human_ocr_0039156	chr15	53354022	53354176	mouse_ocr_0010308	chr15	53353822	53354275	154	1.0	0.33995584988962474	0.33995584988962474	True	human	mouse
human_ocr_0045371	chr15	55758386	55758644	mouse_ocr_0037810	chr15	55758264	55758781	258	1.0	0.4990328820116054	0.4990328820116054	True	human	mouse
human_ocr_0082278	chr15	58410515	58410584	mouse_ocr_0044404	chr15	58410526	58410759	58	0.8405797101449275	0.24892703862660945	0.24892703862660945	True	human	mouse
human_ocr_0082278	chr15	58410620	58410708	mouse_ocr_0044404	chr15	58410526	58410759	88	1.0	0.3776824034334764	0.3776824034334764	True	human	mouse
human_ocr_0006757	chr15	58872782	58873376	mouse_ocr_0032124	chr15	58872454	58873450	594	1.0	0.5963855421686747	0.5963855421686747	True	human	mouse
human_ocr_0042433	chr15	59413904	59414070	mouse_ocr_0035857	chr15	59413662	59414066	162	0.9759036144578314	0.400990099009901	0.400990099009901	True	human	mouse
human_ocr_0081830	chr15	59649114	59649530	mouse_ocr_0045277	chr15	59649340	59649594	190	0.4567307692307692	0.7480314960629921	0.4567307692307692	True	human	mouse
human_ocr_0031641	chr15	59652863	59653038	mouse_ocr_0024023	chr15	59652839	59653142	175	1.0	0.5775577557755776	0.5775577557755776	True	human	mouse
human_ocr_0002445	chr15	60822920	60824005	mouse_ocr_0033094	chr15	60822870	60823607	687	0.6331797235023041	0.932157394843962	0.6331797235023041	True	human	mouse
human_ocr_0020918	chr15	61983377	61983469	mouse_ocr_0030974	chr15	61983328	61983610	92	1.0	0.3262411347517731	0.3262411347517731	True	human	mouse
human_ocr_0020918	chr15	61983505	61983587	mouse_ocr_0030974	chr15	61983328	61983610	82	1.0	0.2907801418439716	0.2907801418439716	True	human	mouse
human_ocr_0061360	chr15	62566174	62566305	mouse_ocr_0038572	chr15	62566045	62566486	131	1.0	0.29705215419501135	0.29705215419501135	True	human	mouse
human_ocr_0001865	chr15	74721287	74721819	mouse_ocr_0002533	chr15	74720861	74721746	459	0.8627819548872181	0.5186440677966102	0.5186440677966102	True	human	mouse
human_ocr_0006212	chr15	75748388	75748567	mouse_ocr_0001591	chr15	75748025	75748835	179	1.0	0.22098765432098766	0.22098765432098766	True	human	mouse
human_ocr_0002136	chr15	76369209	76369510	mouse_ocr_0012442	chr15	76368592	76369722	301	1.0	0.2663716814159292	0.2663716814159292	True	human	mouse
human_ocr_0051425	chr15	76616513	76616699	mouse_ocr_0046890	chr15	76616333	76616753	186	1.0	0.44285714285714284	0.44285714285714284	True	human	mouse
human_ocr_0042185	chr15	76661266	76661396	mouse_ocr_0015221	chr15	76661194	76661596	130	1.0	0.32338308457711445	0.32338308457711445	True	human	mouse
human_ocr_0035925	chr15	76696600	76696743	mouse_ocr_0019008	chr15	76696479	76696810	143	1.0	0.43202416918429004	0.43202416918429004	True	human	mouse
human_ocr_0003337	chr15	76701666	76702297	mouse_ocr_0012364	chr15	76701773	76702339	524	0.8304278922345484	0.9257950530035336	0.8304278922345484	True	human	mouse
human_ocr_0019847	chr15	77153677	77153861	mouse_ocr_0005477	chr15	77153565	77154095	184	1.0	0.3471698113207547	0.3471698113207547	True	human	mouse
human_ocr_0027414	chr15	77775791	77775943	mouse_ocr_0040753	chr15	77775647	77776145	152	1.0	0.30522088353413657	0.30522088353413657	True	human	mouse
human_ocr_0034197	chr15	79028288	79028488	mouse_ocr_0021202	chr15	79028295	79028770	193	0.965	0.4063157894736842	0.4063157894736842	True	human	mouse
